"TeamId","TeamSourceId","Team","Conference","Season","Id","Sourceid","Name","FirstName","LastName","Jersey","Position","Height","Weight","HometownCity","HometownState","HometownCountry","DateOfBirth","StartSeason","EndSeason"
"96","45","George Washington","A-10","2021","2823","4700963","Noel Brown","Noel","Brown","24","Center","83","255","Leesburg","VA","","","2021","2023"
"96","45","George Washington","A-10","2021","3402","4606833","Tyler Brelsford","Tyler","Brelsford","5","Guard","76","185","Ellicott City","MD","","","2021","2021"
"96","45","George Washington","A-10","2021","3540","4700962","Lincoln Ball","Lincoln","Ball","4","Guard","78","215","Williamsport","MD","","","2021","2021"
"96","45","George Washington","A-10","2021","16067","4431893","Jamison Battle","Jamison","Battle","10","Forward","79","220","Robbinsdale","MN","","2001-05-10","2020","2021"
"96","45","George Washington","A-10","2021","16236","4432076","Chase Paar","Chase","Paar","13","Forward","82","255","Mount Airy","MD","","","2020","2021"
"96","45","George Washington","A-10","2021","16521","4593273","Hunter Dean","Hunter","Dean","12","Forward","82","250","Mandeville","LA","","","2021","2023"
"96","45","George Washington","A-10","2021","16628","4431770","James Bishop IV","James","Bishop IV","11","Guard","74","190","Baltimore","MD","","2000-01-17","2021","2024"
"96","45","George Washington","A-10","2021","16950","4592444","Jameer Nelson Jr.","Jameer","Nelson Jr.","4","Guard","74","205","Haverford","PA","","2001-08-07","2020","2021"
"96","45","George Washington","A-10","2021","20679","4397186","Ricky Lindo Jr.","Ricky","Lindo Jr.","4","Forward","80","220","Washington","DC","","2000-09-23","2021","2023"
"96","45","George Washington","A-10","2021","20684","4397216","Amir Harris","Amir","Harris","3","Guard","77","210","Frederick","MD","","","2020","2023"
"96","45","George Washington","A-10","2021","26010","4398391","Sloan Seymour","Sloan","Seymour","12","Forward","81","225","Albany","NY","","","2020","2021"
"96","45","George Washington","A-10","2021","27095","4592445","Miles Gally","Miles","Gally","33","Forward","81","220","Rockville","MD","","","2020","2022"
"96","45","George Washington","A-10","2021","31462","4065719","Matthew Moyer","Matthew","Moyer","0","Forward","81","229","Gahanna","OH","","","2021","2021"
"96","45","George Washington","A-10","2021","31463","4279866","Ace Stallings","Ace","Stallings","20","Forward","82","230","Washington","DC","","","2020","2021"
"96","45","George Washington","A-10","2021","31464","4279870","Brandon Leftwich","Brandon","Leftwich","32","Guard","75","192","Brooklyn","NY","","","2021","2021"
"96","45","George Washington","A-10","2021","27830","4278495","Maceo Jack","Maceo","Jack","33","Guard","77","207","Williamsville","NY","","","2018","2021"
"251","2603","Saint Joseph's","A-10","2021","7247","4701030","Jadrian Tracey","Jadrian","Tracey","2","Guard","78","210","Fort Myers","FL","","","2021","2022"
"251","2603","Saint Joseph's","A-10","2021","7859","4592477","Rahmir Moore","Rahmir","Moore","0","Guard","75","205","Philadelphia","PA","","","2020","2022"
"251","2603","Saint Joseph's","A-10","2021","15796","4701032","Jack Forrest","Jack","Forrest","24","Guard","77","208","Montgomery","PA","","","2021","2022"
"251","2603","Saint Joseph's","A-10","2021","16090","4592476","Cameron Brown","Cameron","Brown","3","Guard","78","225","Laurel","MD","","","2020","2024"
"251","2603","Saint Joseph's","A-10","2021","16093","4706892","Brian Geatens","Brian","Geatens","25","Guard","72","180","Harleysville","PA","","","2021","2024"
"251","2603","Saint Joseph's","A-10","2021","16094","4706891","Chris Arizin","Chris","Arizin","20","Guard","75","200","Media","PA","","","2021","2024"
"251","2603","Saint Joseph's","A-10","2021","21895","4278395","Taylor Funk","Taylor","Funk","23","Forward","80","230","Lancaster","PA","","1997-11-06","2018","2022"
"251","2603","Saint Joseph's","A-10","2021","21979","4701028","Dahmir Bishop","Dahmir","Bishop","1","Guard","77","190","Philadelphia","PA","","","2021","2022"
"251","2603","Saint Joseph's","A-10","2021","22730","4701029","Anton Jansson","Anton","Jansson","10","Center","83","250","Stockholm","Sweden","","","2021","2023"
"251","2603","Saint Joseph's","A-10","2021","25947","4278479","Myles Douglas","Myles","Douglas","1","Forward","79","215","Edgewood","MD","","","2020","2021"
"251","2603","Saint Joseph's","A-10","2021","27078","4701031","Jordan Hall","Jordan","Hall","22","Guard","79","215","Wildwood","NJ","","2002-01-14","2021","2022"
"251","2603","Saint Joseph's","A-10","2021","27079","4710985","Nikkos Luna-Nash","Nikkos","Luna-Nash","21","Guard","72","155","Seminole","FL","","","2021","2022"
"251","2603","Saint Joseph's","A-10","2021","32266","4397664","Greg Foster Jr.","Greg","Foster Jr.","5","Guard","77","195","Milwaukee","WI","","","2020","2021"
"251","2603","Saint Joseph's","A-10","2021","32267","4067224","Ryan Daly","Ryan","Daly","1","Guard","77","225","Havertown","PA","","1998-01-06","2019","2021"
"251","2603","Saint Joseph's","A-10","2021","32268","4278393","Anthony Longpre","Anthony","Longpre","12","Guard","82","245","Repentigny","PQ","","","2018","2021"
"251","2603","Saint Joseph's","A-10","2021","33862","4711176","Brian Gaetens","Brian","Gaetens","30","Guard","72","175","Harleysville","PA","","","2021","2021"
"251","2603","Saint Joseph's","A-10","2021","33863","4600263","Ethan Griffith","Ethan","Griffith","34","Guard","75","190","Hillsborough","NJ","","","2020","2021"
"240","227","Rhode Island","A-10","2021","3045","4606837","Ishmael Leggett","Ishmael","Leggett","5","Guard","75","185","Prince George County","MD","","","2021","2023"
"240","227","Rhode Island","A-10","2021","3936","4701259","Ileri Ayo-Faleye","Ileri","Ayo-Faleye","0","Forward","80","210","Lebanon","PA","","","2021","2022"
"240","227","Rhode Island","A-10","2021","15312","4431708","Makhi Mitchell","Makhi","Mitchell","15","Forward","82","240","Washington","DC","","","2021","2022"
"240","227","Rhode Island","A-10","2021","15728","4701257","Tres Berry","Tres","Berry","55","Guard","76","183","Cleveland","TN","","","2021","2022"
"240","227","Rhode Island","A-10","2021","15804","4397589","Allen Betrand","Allen","Betrand","9","Guard","77","200","Philadelphia","PA","","","2021","2022"
"240","227","Rhode Island","A-10","2021","16368","4431777","Makhel Mitchell","Makhel","Mitchell","22","Forward","82","240","Washington","DC","","","2021","2022"
"240","227","Rhode Island","A-10","2021","20507","4278567","Antwan Walker","Antwan","Walker","1","Forward","80","230","Washington","DC","","","2020","2022"
"240","227","Rhode Island","A-10","2021","20657","4397470","Malik Martin","Malik","Martin","12","Guard","78","210","Staten Island","NY","","","2021","2023"
"240","227","Rhode Island","A-10","2021","20658","4395673","Jalen Carey","Jalen","Carey","5","Guard","75","186","Harlem","NY","","","2021","2023"
"240","227","Rhode Island","A-10","2021","25834","4278371","Fatts Russell","Fatts","Russell","4","Guard","71","165","Philadelphia","PA","","","2018","2021"
"240","227","Rhode Island","A-10","2021","26350","4066445","Jeremy Sheppard","Jeremy","Sheppard","2","Guard","73","165","Richmond","VA","","","2020","2022"
"240","227","Rhode Island","A-10","2021","28317","4592462","D.J. Johnson","D.J.","Johnson","5","Forward","79","185","Brooklyn","NY","","","2020","2021"
"240","227","Rhode Island","A-10","2021","31894","4397178","Jermaine Harris","Jermaine","Harris","0","Forward","80","230","Upper Marlboro","MD","","","2019","2021"
"240","227","Rhode Island","A-10","2021","31895","4701260","Brandon Borde","Brandon","Borde","31","Guard","74","190","Foxboro","MA","","","2021","2021"
"240","227","Rhode Island","A-10","2021","31896","4701258","Umberto Brusadin","Umberto","Brusadin","14","Guard","72","180","Rome","Italy","","","2021","2021"
"277","179","St. Bonaventure","A-10","2021","3959","4592489","Alejandro Vasquez","Alejandro","Vasquez","10","Guard","76","205","Queens","NY","","","2020","2021"
"277","179","St. Bonaventure","A-10","2021","16546","4431854","Justin Winston","Justin","Winston","35","Forward","80","220","West Orange","NJ","","","2020","2021"
"277","179","St. Bonaventure","A-10","2021","18235","4701019","Jermaine Taggart","Jermaine","Taggart","14","Guard","75","170","Rochester","NY","","","2021","2021"
"277","179","St. Bonaventure","A-10","2021","20039","4397221","Dominick Welch","Dominick","Welch","10","Guard","77","205","Buffalo","NY","","","2019","2022"
"277","179","St. Bonaventure","A-10","2021","21539","4397224","Osun Osunniyi","Osun","Osunniyi","21","Center","82","235","Pleasantville","NJ","","1998-10-21","2019","2022"
"277","179","St. Bonaventure","A-10","2021","21540","4701016","Jaren Holmes","Jaren","Holmes","13","Guard","76","207","Romulus","MI","","","2021","2022"
