"TeamId","TeamSourceId","Team","Conference","Season","Id","Sourceid","Name","FirstName","LastName","Jersey","Position","Height","Weight","HometownCity","HometownState","HometownCountry","DateOfBirth","StartSeason","EndSeason"
"96","45","George Washington","A-10","2019","20118","4396837","Mezie Offurum","Mezie","Offurum","13","Forward","80","230","Germantown","MD","","","2019","2020"
"96","45","George Washington","A-10","2019","26441","4278494","Terry Nolan Jr.","Terry","Nolan Jr.","1","Guard","76","200","Baltimore","MD","","","2018","2019"
"96","45","George Washington","A-10","2019","26767","4396836","Shandon Brown","Shandon","Brown","12","Guard","69","175","Boston","MA","","","2019","2019"
"96","45","George Washington","A-10","2019","28127","4278493","Justin Mazzulla","Justin","Mazzulla","21","Guard","75","195","Johnston","RI","","","2018","2020"
"96","45","George Washington","A-10","2019","32019","4066875","Arnaldo Toro","Arnaldo","Toro","","Forward","80","240","Hormigueros","PR","","1997-10-28","2017","2020"
"96","45","George Washington","A-10","2019","35447","4278497","Javier Langarica","Javier","Langarica","32","Forward","81","228","Bilbao","Spain","","","2018","2020"
"96","45","George Washington","A-10","2019","35448","4066874","Adam Mitola","Adam","Mitola","5","Guard","74","192","Florham Park","NJ","","","2017","2020"
"96","45","George Washington","A-10","2019","35449","4066873","Justin Williams","Justin","Williams","4","Guard","76","218","Ellicott City","MD","","","2017","2020"
"96","45","George Washington","A-10","2019","35450","3913163","Armel Potter","Armel","Potter","2","Guard","73","182","Long Island","NY","","","2018","2020"
"96","45","George Washington","A-10","2019","35451","4066970","Luke Sasser","Luke","Sasser","21","Forward","77","205","Raleigh","NC","","","2018","2020"
"96","45","George Washington","A-10","2019","41685","3911841","D.J. Williams","D.J.","Williams","32","Guard","79","215","Chicago","IL","","","2018","2019"
"96","45","George Washington","A-10","2019","42356","4396838","Marcus Littles","Marcus","Littles","35","Forward","81","260","Philadelphia","PA","","","2019","2019"
"96","45","George Washington","A-10","2019","42357","4396840","Malcolm Elashari-Rashed","Malcolm","Elashari-Rashed","22","Guard","75","185","Philadelphia","PA","","","2019","2019"
"96","45","George Washington","A-10","2019","27830","4278495","Maceo Jack","Maceo","Jack","33","Guard","77","207","Williamsville","NY","","","2018","2021"
"251","2603","Saint Joseph's","A-10","2019","17169","4397194","Jared Bynum","Jared","Bynum","1","Guard","70","185","Largo","MD","","","2019","2019"
"251","2603","Saint Joseph's","A-10","2019","21895","4278395","Taylor Funk","Taylor","Funk","23","Forward","80","230","Lancaster","PA","","1997-11-06","2018","2022"
