TeamId,TeamSourceId,Team,Conference,Season,Id,Sourceid,Name,FirstName,LastName,Jersey,Position,Height,Weight,HometownCity,HometownState,HometownCountry,DateOfBirth,StartSeason,EndSeason
96,45,George Washington,A-10,2026,5175,4684443,Rafael Castro,Rafael,Castro,30.0,Forward,83.0,220.0,Dover,NJ,,,2025,2026
96,45,George Washington,A-10,2026,5178,4708220,Trey Moss,Trey,Moss,1.0,Guard,75.0,190.0,Orlando,FL,,,2025,2026
96,45,George Washington,A-10,2026,199365,5144137,Vincent Chaudhri,Vincent,Chaudhri,4.0,Forward,79.0,190.0,Wallkill,NY,,,2026,2026
96,45,George Washington,A-10,2026,199372,5254175,Jalen Rougier-Roane,Jalen,Rougier-Roane,10.0,Guard,76.0,210.0,Bowie,MD,,,2026,2026
96,45,George Washington,A-10,2026,5549,5107176,Tre Dinkins,Tre,Dinkins,3.0,Guard,74.0,190.0,Chester,PA,,,2026,2026
96,45,George Washington,A-10,2026,983,5177098,Jean Aranguren,Jean,Aranguren,7.0,Guard,75.0,190.0,Valencia,VEN,,,2026,2026
96,45,George Washington,A-10,2026,4650,5106841,Tyrone Marshall Jr.,Tyrone,Marshall Jr.,24.0,Forward,80.0,215.0,Nashville,TN,,,2026,2026
96,45,George Washington,A-10,2026,5455,5105833,Luke Hunger,Luke,Hunger,33.0,Forward,82.0,250.0,Montreal,PQ,,,2026,2026
96,45,George Washington,A-10,2026,6131,5176788,Bubu Benjamin,Bubu,Benjamin,11.0,Guard,79.0,220.0,Medicine Hat,AB,,,2026,2026
96,45,George Washington,A-10,2026,5183,5174599,Trey Autry,Trey,Autry,0.0,Guard,76.0,210.0,Jamesville,NY,,,2024,2026
96,45,George Washington,A-10,2026,5184,5144371,Ty Bevins,Ty,Bevins,5.0,Guard,78.0,200.0,Clinton,MD,,,2025,2026
96,45,George Washington,A-10,2026,5185,4685650,Christian Jones,Christian,Jones,2.0,Guard,76.0,200.0,Stratford,CT,,,2024,2026
96,45,George Washington,A-10,2026,5187,5239605,Mohamed Binzagr,Mohamed,Binzagr,21.0,Guard,74.0,190.0,Jeddah,KSA,,,2025,2026
96,45,George Washington,A-10,2026,5188,5174600,Amir Arrington,Amir,Arrington,32.0,Guard,72.0,190.0,Atlanta,GA,,,2024,2026
96,45,George Washington,A-10,2026,5189,4898230,Garrett Johnson,Garrett,Johnson,9.0,Guard,80.0,220.0,Oakton,VA,,,2024,2026
