"TeamId","TeamSourceId","Team","Conference","Season","Id","Sourceid","Name","FirstName","LastName","Jersey","Position","Height","Weight","HometownCity","HometownState","HometownCountry","DateOfBirth","StartSeason","EndSeason"
"96","45","George Washington","A-10","2023","2823","4700963","Noel Brown","Noel","Brown","24","Center","83","255","Leesburg","VA","","","2021","2023"
"96","45","George Washington","A-10","2023","5190","4897073","Laziz Talipov","Laziz","Talipov","10","Guard","73","165","Orlando","FL","","","2022","2025"
"96","45","George Washington","A-10","2023","5544","4897708","Maximus Edwards","Maximus","Edwards","22","Guard","77","220","Stratford","CT","","","2023","2024"
"96","45","George Washington","A-10","2023","15439","4592251","Qwanzi Samuels","Qwanzi","Samuels","7","Forward","81","205","District Heights","MD","","","2022","2023"
"96","45","George Washington","A-10","2023","16521","4593273","Hunter Dean","Hunter","Dean","12","Forward","82","250","Mandeville","LA","","","2021","2023"
"96","45","George Washington","A-10","2023","16628","4431770","James Bishop IV","James","Bishop IV","11","Guard","74","190","Baltimore","MD","","2000-01-17","2021","2024"
"96","45","George Washington","A-10","2023","20679","4397186","Ricky Lindo Jr.","Ricky","Lindo Jr.","4","Forward","80","220","Washington","DC","","2000-09-23","2021","2023"
"96","45","George Washington","A-10","2023","20680","4396612","Brendan Adams","Brendan","Adams","10","Guard","76","205","Baltimore","MD","","2000-04-03","2022","2023"
"96","45","George Washington","A-10","2023","20681","4897075","Daniel Nixon","Daniel","Nixon","23","Forward","79","225","White Plains","NY","","","2022","2023"
"96","45","George Washington","A-10","2023","20682","4897076","Theofanis Stamoulis","Theofanis","Stamoulis","34","Guard","75","175","Athens","Greece","","","2022","2023"
"96","45","George Washington","A-10","2023","20683","4703117","E.J. Clark","E.J.","Clark","1","Guard","71","165","Dallas","TX","","","2023","2023"
"96","45","George Washington","A-10","2023","20684","4397216","Amir Harris","Amir","Harris","3","Guard","77","210","Frederick","MD","","","2020","2023"
"96","45","George Washington","A-10","2023","20685","5105899","Jabari West Jr.","Jabari","West Jr.","5","Forward","80","230","Hot Springs","AR","","","2023","2023"
"96","45","George Washington","A-10","2023","5182","4702741","Keegan Harvey","Keegan","Harvey","14","Forward","83","230","Newcastle","NSW","","","2023","2025"
"251","2603","Saint Joseph's","A-10","2023","1318","5105976","Quin Berger","Quin","Berger","12","Guard","74","195","Malvern","PA","","","2023","2023"
"251","2603","Saint Joseph's","A-10","2023","3141","5105978","Christ Essandoko","Christ","Essandoko","2","Forward","84","280","Clichy","FRA","","","2023","2024"
"251","2603","Saint Joseph's","A-10","2023","3380","5105975","Christian Winborne","Christian","Winborne","13","Guard","75","185","Baltimore","MD","","","2023","2024"
"251","2603","Saint Joseph's","A-10","2023","3518","5105977","Rasheer Fleming","Rasheer","Fleming","13","Forward","81","240","Camden","NJ","","","2023","2025"
"251","2603","Saint Joseph's","A-10","2023","3522","4683952","Erik Reynolds II","Erik","Reynolds II","2","Guard","74","190","Temple Hills","MD","","","2022","2025"
"251","2603","Saint Joseph's","A-10","2023","4766","4897053","Kacper Klaczek","Kacper","Klaczek","6","Forward","80","225","Chorzow","POL","","","2022","2024"
"251","2603","Saint Joseph's","A-10","2023","5128","5105979","Louis Bleechmore","Louis","Bleechmore","12","Guard","79","205","Sydney","NSW","","","2023","2023"
"251","2603","Saint Joseph's","A-10","2023","16090","4592476","Cameron Brown","Cameron","Brown","3","Guard","78","225","Laurel","MD","","","2020","2024"
"251","2603","Saint Joseph's","A-10","2023","16091","4431807","Charles Coleman","Charles","Coleman","32","Forward","84","265","Boston","MA","","","2022","2024"
"251","2603","Saint Joseph's","A-10","2023","16092","4912716","Cooper Vogel","Cooper","Vogel","15","Guard","75","180","Howell","NJ","","","2022","2024"
"251","2603","Saint Joseph's","A-10","2023","16093","4706892","Brian Geatens","Brian","Geatens","25","Guard","72","180","Harleysville","PA","","","2021","2024"
"251","2603","Saint Joseph's","A-10","2023","16094","4706891","Chris Arizin","Chris","Arizin","20","Guard","75","200","Media","PA","","","2021","2024"
"251","2603","Saint Joseph's","A-10","2023","22729","4278125","Ejike Obinna","Ejike","Obinna","50","Center","82","245","Enugu","Nigeria","","","2022","2023"
"251","2603","Saint Joseph's","A-10","2023","22730","4701029","Anton Jansson","Anton","Jansson","10","Center","83","250","Stockholm","Sweden","","","2021","2023"
"251","2603","Saint Joseph's","A-10","2023","1137","4433175","Lynn Greer III","Lynn","Greer III","3","Guard","75","195","Philadelphia","PA","","","2023","2024"
"240","227","Rhode Island","A-10","2023","1803","4702182","Alex Tchikou","Alex","Tchikou","15","Forward","83","230","Paris","France","","","2023","2023"
"240","227","Rhode Island","A-10","2023","2225","5105971","Rory Stewart","Rory","Stewart","6","Forward","80","230","London","ENG","","","2023","2024"
"240","227","Rhode Island","A-10","2023","3045","4606837","Ishmael Leggett","Ishmael","Leggett","5","Guard","75","185","Prince George County","MD","","","2021","2023"
"240","227","Rhode Island","A-10","2023","4160","5105970","Jeremy Foumena","Jeremy","Foumena","0","Center","83","250","Montreal","PQ","","","2023","2024"
"240","227","Rhode Island","A-10","2023","5862","4577803","Brandon Weston","Brandon","Weston","20","Guard","77","200","Brooklyn","NY","","","2023","2024"
"240","227","Rhode Island","A-10","2023","6215","5105972","Lou Hutchinson","Lou","Hutchinson","24","Guard","79","195","Washington","DC","","","2023","2023"
"240","227","Rhode Island","A-10","2023","6868","4709321","Abdou Samb","Abdou","Samb","12","Forward","80","220","Upper Marlboro","MD","","","2022","2023"
"240","227","Rhode Island","A-10","2023","7568","4613126","Brayon Freeman","Brayon","Freeman","2","Guard","74","180","Oxon Hill","MD","","","2023","2023"
"240","227","Rhode Island","A-10","2023","15911","4565433","Josaphat Bilau","Josaphat","Bilau","21","Forward","82","235","La Roche-Sur-Yon","France","","","2023","2024"
"240","227","Rhode Island","A-10","2023","20657","4397470","Malik Martin","Malik","Martin","12","Guard","78","210","Staten Island","NY","","","2021","2023"
"240","227","Rhode Island","A-10","2023","20658","4395673","Jalen Carey","Jalen","Carey","5","Guard","75","186","Harlem","NY","","","2021","2023"
"240","227","Rhode Island","A-10","2023","20659","4900664","Parnell Pierre","Parnell","Pierre","14","Guard","70","170","Irvington","NJ","","","2022","2023"
"240","227","Rhode Island","A-10","2023","5149","4897065","Sebastian Thomas","Sebastian","Thomas","1","Guard","73","175","Providence","RI","","","2022","2023"
"240","227","Rhode Island","A-10","2023","5160","5105973","Jimmy Ball","Jimmy","Ball","30","Guard","74","183","Medford","MA","","","2023","2026"
"277","179","St. Bonaventure","A-10","2023","1116","4709320","Anquan Hill","Anquan","Hill","7","Forward","81","200","Philadelphia","PA","","","2023","2023"
"277","179","St. Bonaventure","A-10","2023","3286","4897050","Brett Rumpel","Brett","Rumpel","4","Guard","76","190","Binghamton","NY","","","2022","2023"
"277","179","St. Bonaventure","A-10","2023","3409","4897051","Anouar Mellouk","Anouar","Mellouk","8","Forward","80","215","Amsterdam","NED","","","2022","2023"
"277","179","St. Bonaventure","A-10","2023","4036","4897904","Kyrell Luc","Kyrell","Luc","1","Guard","71","175","Dorchester","MA","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","4704","5105987","Barry Evans","Barry","Evans","5","Forward","80","215","Baltimore","MD","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","5738","4711312","Chad Venning","Chad","Venning","32","Forward","81","270","Brooklyn","NY","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","16147","5105988","Yann Farell","Yann","Farell","6","Forward","79","220","Crowley","TX","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","16151","4432982","Moses Flowers","Moses","Flowers","4","Guard","75","185","Dorchester","MA","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","16152","5105990","Melian Martinez","Melian","Martinez","21","Forward","82","225","Santo Domingo","Dominican Republic","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","16153","5113399","Anthony Belardinelli","Anthony","Belardinelli","23","Guard","75","185","Upper Saddle River","NJ","","","2023","2024"
"277","179","St. Bonaventure","A-10","2023","20652","4592247","Max Amadasun","Max","Amadasun","10","Center","82","250","Dublin","Ireland","","","2023","2023"
"277","179","St. Bonaventure","A-10","2023","20653","4897048","Justin Ndjock-Tadjore","Justin","Ndjock-Tadjore","3","Guard","79","200","Gatineau","PQ","","","2022","2023"
