"TeamId","TeamSourceId","Team","Conference","Season","Id","Sourceid","Name","FirstName","LastName","Jersey","Position","Height","Weight","HometownCity","HometownState","HometownCountry","DateOfBirth","StartSeason","EndSeason"
"96","45","George Washington","A-10","2020","16067","4431893","Jamison Battle","Jamison","Battle","10","Forward","79","220","Robbinsdale","MN","","2001-05-10","2020","2021"
"96","45","George Washington","A-10","2020","16236","4432076","Chase Paar","Chase","Paar","13","Forward","82","255","Mount Airy","MD","","","2020","2021"
"96","45","George Washington","A-10","2020","16950","4592444","Jameer Nelson Jr.","Jameer","Nelson Jr.","4","Guard","74","205","Haverford","PA","","2001-08-07","2020","2021"
"96","45","George Washington","A-10","2020","20118","4396837","Mezie Offurum","Mezie","Offurum","13","Forward","80","230","Germantown","MD","","","2019","2020"
"96","45","George Washington","A-10","2020","20684","4397216","Amir Harris","Amir","Harris","3","Guard","77","210","Frederick","MD","","","2020","2023"
"96","45","George Washington","A-10","2020","26010","4398391","Sloan Seymour","Sloan","Seymour","12","Forward","81","225","Albany","NY","","","2020","2021"
"96","45","George Washington","A-10","2020","27095","4592445","Miles Gally","Miles","Gally","33","Forward","81","220","Rockville","MD","","","2020","2022"
"96","45","George Washington","A-10","2020","28127","4278493","Justin Mazzulla","Justin","Mazzulla","21","Guard","75","195","Johnston","RI","","","2018","2020"
"96","45","George Washington","A-10","2020","31463","4279866","Ace Stallings","Ace","Stallings","20","Forward","82","230","Washington","DC","","","2020","2021"
"96","45","George Washington","A-10","2020","32019","4066875","Arnaldo Toro","Arnaldo","Toro","","Forward","80","240","Hormigueros","PR","","1997-10-28","2017","2020"
"96","45","George Washington","A-10","2020","35447","4278497","Javier Langarica","Javier","Langarica","32","Forward","81","228","Bilbao","Spain","","","2018","2020"
"96","45","George Washington","A-10","2020","35448","4066874","Adam Mitola","Adam","Mitola","5","Guard","74","192","Florham Park","NJ","","","2017","2020"
"96","45","George Washington","A-10","2020","35449","4066873","Justin Williams","Justin","Williams","4","Guard","76","218","Ellicott City","MD","","","2017","2020"
